category_url,product_name,price,rating,reviews,product_url
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Sonoff ZBMINI L2 Smart Zigbe3.0 Switch No Neutral Required Intelligent Two-way Control Relay Module Timer Voice Control with Alexa Google Zigbe Hubs,US$12.99,4.90,71 reviews,https://www.banggood.com/Sonoff-ZBMINI-L2-Smart-Zigbe3_0-Switch-No-Neutral-Required-Intelligent-Two-way-Control-Relay-Module-Timer-Voice-Control-with-Alexa-Google-Zigbe-Hubs-p-1983093.html?cur_warehouse=CN&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Aqara Temperature Sensor Smart Zigbe Air Pressure Humidity Environment Sensor Remote Control for XiaoMi Home Homekit,US$13.99,5.00,7 reviews,https://www.banggood.com/Aqara-Temperature-Sensor-Smart-Zigbe-Air-Pressure-Humidity-Environment-Sensor-Remote-Control-for-XiaoMi-Home-Homekit-p-2004763.html?cur_warehouse=CN&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,SONOFF SWV Zigbee3.0 Smart Water Valve Smart Timing Irrigation Switch Track 6-month Historical Data Support Open-source Platforms Voice Control Works with Alexa Google Home,US$29.99,4.82,33 reviews,https://www.banggood.com/SONOFF-SWV-Zigbee3_0-Smart-Water-Valve-Smart-Timing-Irrigation-Switch-Track-6-month-Historical-Data-Support-Open-source-Platforms-Voice-Control-Works-with-Alexa-Google-Home-p-2020886.html?cur_warehouse=CN&ID=6330078&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,[4 Pcs] BlitzWolf® BW-SHP15 Zigbee 3.0 16A 3680W Smart Plug Wireless Power Socket Outlet EU Plug APP Remote Control / Voice Control / Multiple Timer Modes Compatible With Amazon Alexa / Google Assistant,US$38.99,4.86,105 reviews,https://www.banggood.com/4-Pcs-BlitzWolf-BW-SHP15-Zigbee-3_0-16A-3680W-Smart-Plug-Wireless-Power-Socket-Outlet-EU-Plug-APP-Remote-Control-or-Voice-Control-or-Multiple-Timer-Modes-Compatible-With-Amazon-Alexa-or-Google-Assistant-p-1859043.html?cur_warehouse=CN&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,[4PCS] BlitzWolf® BW-SHP6 Pro 15A 3450W WiFi Smart Plug Wireless Power Socket Outlet Energy Monitoring No Hub Required App Remote Control Voice Control Works With Amazon Alexa and Google Assistant,US$40.99,4.93,321 reviews,https://www.banggood.com/4PCS-BlitzWolf-BW-SHP6-Pro-15A-3450W-WiFi-Smart-Plug-Wireless-Power-Socket-Outlet-Energy-Monitoring-No-Hub-Required-App-Remote-Control-Voice-Control-Works-With-Amazon-Alexa-and-Google-Assistant-p-1829934.html?cur_warehouse=CN&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,SONOFF S60 Type F/E EU Plug WiFi Socket Smart Home Power Monitor Outlet Overload Protection Timer Smart Scene Remote Control via Alexa Google Home IFTTT,US$9.99,4.97,29 reviews,https://www.banggood.com/SONOFF-S60-Type-F-or-E-EU-Plug-WiFi-Socket-Smart-Home-Power-Monitor-Outlet-Overload-Protection-Timer-Smart-Scene-Remote-Control-via-Alexa-Google-Home-IFTTT-p-2013215.html?cur_warehouse=CN&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,SONOFF SNZB-02P Wireless Zigbee3.0 Temperature Humidity Sensor Smart Home Alert Works with SONOFF iHost NSPanel Pro ZB Bridge Pro ZBDongle-E,US$14.99,4.92,12 reviews,https://www.banggood.com/SONOFF-SNZB-02P-Wireless-Zigbee3_0-Temperature-Humidity-Sensor-Smart-Home-Alert-Works-with-SONOFF-iHost-NSPanel-Pro-ZB-Bridge-Pro-ZBDongle-E-p-2002290.html?cur_warehouse=CN&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,SONOFF ZBMINIR2 Zigbe Smart External Switch Control Timer Function Compact Size Requires Neutral Wire Voice Control Works with Alexa Google Home,US$11.59,5.00,17 reviews,https://www.banggood.com/SONOFF-ZBMINIR2-Zigbe-Smart-External-Switch-Control-Timer-Function-Compact-Size-Requires-Neutral-Wire-Voice-Control-Works-with-Alexa-Google-Home-p-2027026.html?cur_warehouse=CN&ID=557527&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Tuya 16A/20A Smart EU Socket AC100-240V WiFi Smart Plug Power Outlet Voice Control with Alexa Google Home,US$7.99,4.89,63 reviews,https://www.banggood.com/Tuya-16A-or-20A-Smart-EU-Socket-AC100-240V-WiFi-Smart-Plug-Power-Outlet-Voice-Control-with-Alexa-Google-Home-p-1989686.html?cur_warehouse=CN&ID=533003&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,SONOFF S60 Type F/E EU Plug WiFi Socket Smart Home Power Monitor Outlet Overload Protection Timer Smart Scene Remote Control via Alexa Google Home IFTTT,US$20.99,4.93,14 reviews,https://www.banggood.com/SONOFF-S60-Type-F-or-E-EU-Plug-WiFi-Socket-Smart-Home-Power-Monitor-Outlet-Overload-Protection-Timer-Smart-Scene-Remote-Control-via-Alexa-Google-Home-IFTTT-p-2023142.html?cur_warehouse=CN&ID=522302&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Moes Tuya Zigbee3.0 Smart Knob Thermostat with LED Digital Display Water Heating/Electric Heating/Gas Boiler APP  Remote Controller Weekly Programmable Voice Control Work with Alexa Google Home,US$41.99,5.00,4 reviews,https://www.banggood.com/Moes-Tuya-Zigbee3_0-Smart-Knob-Thermostat-with-LED-Digital-Display-Water-Heating-or-Electric-Heating-or-Gas-Boiler-APP-Remote-Controller-Weekly-Programmable-Voice-Control-Work-with-Alexa-Google-Home-p-2023955.html?cur_warehouse=CN&ID=62878456299192&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Sonoff SNZB-06P Smart Home Zigbee3.0 Human Presence Sensor Microwave Radar Detection Smart Body PIR Detector Work with IFTTT Alexa Google Home,US$16.99,4.74,23 reviews,https://www.banggood.com/Sonoff-SNZB-06P-Smart-Home-Zigbee3_0-Human-Presence-Sensor-Microwave-Radar-Detection-Smart-Body-PIR-Detector-Work-with-IFTTT-Alexa-Google-Home-p-2006854.html?cur_warehouse=CN&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Tuya Smart WiFi Thermostat Wireless Water Floor Heating Gas Boiler Temperature Controller Smart Life APP Voice Control with Alexa Google Assistant,US$41.99,4.75,4 reviews,https://www.banggood.com/Tuya-Smart-WiFi-Thermostat-Wireless-Water-Floor-Heating-Gas-Boiler-Temperature-Controller-Smart-Life-APP-Voice-Control-with-Alexa-Google-Assistant-p-2026555.html?cur_warehouse=CN&ID=6330410&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Tuya Zigbe Smart Thermostat Radiator Valve Temperature Schedule Setting Window Open Detection Function APP Remote Voice Control Work with Alexa Google Assistance,US$19.99,4.91,32 reviews,https://www.banggood.com/Tuya-Zigbe-Smart-Thermostat-Radiator-Valve-Temperature-Schedule-Setting-Window-Open-Detection-Function-APP-Remote-Voice-Control-Work-with-Alexa-Google-Assistance-p-2020881.html?cur_warehouse=CN&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,SONOFF MINI-D Dry WiFi Smart Switch with Matter Dry Contact Output AC/DC Input Compatible Alexa & Google Home for Garage Doors Boilers Low Power DC Motors/Solenoid Valves,US$13.59,5.00,2 reviews,https://www.banggood.com/SONOFF-MINI-D-Dry-WiFi-Smart-Switch-with-Matter-Dry-Contact-Output-AC-or-DC-Input-Compatible-Alexa-and-Google-Home-for-Garage-Doors-Boilers-Low-Power-DC-Motors-or-Solenoid-Valves-p-2030762.html?cur_warehouse=CN&ID=557527&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Tuya WiFi/Zigbee Smart Home Temperature Humidity Sensor with Backlight Hygrometer Thermometer Monitoring Sensor Support Alexa Google Home APP Control,US$11.99,4.80,25 reviews,https://www.banggood.com/Tuya-WiFi-or-Zigbee-Smart-Home-Temperature-Humidity-Sensor-with-Backlight-Hygrometer-Thermometer-Monitoring-Sensor-Support-Alexa-Google-Home-APP-Control-p-2009653.html?cur_warehouse=CN&ID=6294241&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,4Pcs Tuya Zigbe Smart Thermostat Radiator Valve Temperature Schedule Setting Window Open Detection Function APP Remote Voice Control Work with Alexa Google Assistance,US$18.99,5.00,1 review,https://www.banggood.com/4Pcs-Tuya-Zigbe-Smart-Thermostat-Radiator-Valve-Temperature-Schedule-Setting-Window-Open-Detection-Function-APP-Remote-Voice-Control-Work-with-Alexa-Google-Assistance-p-2041196.html?cur_warehouse=CN&ID=6335172&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,RAINPOINT Wireless Digital Rain Gauge Outdoor with App Control Smart Rain Sensor with Accurate Rain Gauge Monitoring,US$16.99,4.50,8 reviews,https://www.banggood.com/RAINPOINT-Wireless-Digital-Rain-Gauge-Outdoor-with-App-Control-Smart-Rain-Sensor-with-Accurate-Rain-Gauge-Monitoring-p-2036096.html?cur_warehouse=CN&ID=6333217&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Tuya 7-32V Smart Zigbe Switch Mini RF Module Timing/Schedule Function Smart Scene Application APP Remote Monitor Voice Control with Alexa Google Home,US$6.49,,0 review,https://www.banggood.com/Tuya-7-32V-Smart-Zigbe-Switch-Mini-RF-Module-Timing-or-Schedule-Function-Smart-Scene-Application-APP-Remote-Monitor-Voice-Control-with-Alexa-Google-Home-p-2020604.html?cur_warehouse=CN&ID=6303934&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Tuya WiFi Smart Home Wireless Thermostat RF Battery Gas Boiler Water Heating Digital Temperature Controller Work with Alexa Google Home,US$40.99,,0 review,https://www.banggood.com/Tuya-WiFi-Smart-Home-Wireless-Thermostat-RF-Battery-Gas-Boiler-Water-Heating-Digital-Temperature-Controller-Work-with-Alexa-Google-Home-p-2023950.html?cur_warehouse=CN&ID=62878306314613&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Tuya Smart WiFi Garage Door Module Switch Door Opener Controller Smart Life APP Voice Remote Control with Alexa Google Home,US$13.99,5.00,1 review,https://www.banggood.com/Tuya-Smart-WiFi-Garage-Door-Module-Switch-Door-Opener-Controller-Smart-Life-APP-Voice-Remote-Control-with-Alexa-Google-Home-p-2040571.html?cur_warehouse=CN&ID=6294241&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Tuya WiFi Smart Switch Module Electrical Switching 1/2/3/4Gang Lighting Switch Module Mobile APP Control,US$9.99,4.76,86 reviews,https://www.banggood.com/Tuya-WiFi-Smart-Switch-Module-Electrical-Switching-1-or-2-or-3-or-4Gang-Lighting-Switch-Module-Mobile-APP-Control-p-1968146.html?cur_warehouse=CN&ID=6292509&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Tuya Smart WiFi Garage Door Sensors Opener Controller 100V-240V Voice Remote Control Switch support Alexa Google Home Smart Life,US$13.99,4.60,35 reviews,https://www.banggood.com/Tuya-Smart-WiFi-Garage-Door-Sensors-Opener-Controller-100V-240V-Voice-Remote-Control-Switch-support-Alexa-Google-Home-Smart-Life-p-1996015.html?cur_warehouse=CN&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Tuya Homekit Zigbe Wired Gateway Hub APP Remote Control Intelligent Smart Home Bridge Support Voice Control with Alexa Google Home,US$21.99,4.90,10 reviews,https://www.banggood.com/Tuya-Homekit-Zigbe-Wired-Gateway-Hub-APP-Remote-Control-Intelligent-Smart-Home-Bridge-Support-Voice-Control-with-Alexa-Google-Home-p-1982672.html?cur_warehouse=CN&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Tuya 16/20A Smart WiFi Switch EU Plug Intelligent Power Monitor Voice Control Timing Outlet Socket Support Alexa Google Home,US$7.99,4.99,71 reviews,https://www.banggood.com/Tuya-16-or-20A-Smart-WiFi-Switch-EU-Plug-Intelligent-Power-Monitor-Voice-Control-Timing-Outlet-Socket-Support-Alexa-Google-Home-p-1976661.html?cur_warehouse=CN&ID=533003&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Tuya WiFi ZigBe Smart Thermostat Low Power Battery Water Gas Boiler Temperature Controller Work with Alexa Google Home,US$25.99,4.83,12 reviews,https://www.banggood.com/Tuya-WiFi-ZigBe-Smart-Thermostat-Low-Power-Battery-Water-Gas-Boiler-Temperature-Controller-Work-with-Alexa-Google-Home-p-2014397.html?cur_warehouse=CN&ID=6310559&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,NEO DN20 Tuya Smart WiFi Water Valve Water Flow Rate and Water Meter Shut On/Off Remote Control Real Time Display IP66 Waterproof Work with Alexa Google Assistant,US$116.99,5.00,3 reviews,https://www.banggood.com/NEO-DN20-Tuya-Smart-WiFi-Water-Valve-Water-Flow-Rate-and-Water-Meter-Shut-On-or-Off-Remote-Control-Real-Time-Display-IP66-Waterproof-Work-with-Alexa-Google-Assistant-p-2022219.html?cur_warehouse=CN&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,K6H Tuya WiFi Smart Thermostat Electric Floor Heating TRV Water Gas Boiler with LED Touch Control Temperature Voice Remote Controller with Alexa Google Home,US$16.99,4.44,9 reviews,https://www.banggood.com/K6H-Tuya-WiFi-Smart-Thermostat-Electric-Floor-Heating-TRV-Water-Gas-Boiler-with-LED-Touch-Control-Temperature-Voice-Remote-Controller-with-Alexa-Google-Home-p-2024580.html?cur_warehouse=CN&ID=6329896&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,SONOFF NSPanel Pro 120 Type Smart Control Panel Touch Screen Zigbee3.0 Gateway Voice Control via Alexa Google Matter e-wlink,US$112.99,5.00,9 reviews,https://www.banggood.com/SONOFF-NSPanel-Pro-120-Type-Smart-Control-Panel-Touch-Screen-Zigbee3_0-Gateway-Voice-Control-via-Alexa-Google-Matter-e-wlink-p-2024588.html?cur_warehouse=CN&ID=6335283&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Tuya 40A Smart Wifi+bluetooth Water Heater Boiler Touch Switch 8000W Timer Schedule Voice Control with Alexa Google Home Yandex,US$16.99,,0 review,https://www.banggood.com/Tuya-40A-Smart-Wifi+bluetooth-Water-Heater-Boiler-Touch-Switch-8000W-Timer-Schedule-Voice-Control-with-Alexa-Google-Home-Yandex-p-2025642.html?cur_warehouse=CN&ID=471846287845&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Tuya Smart ZigBee3.0 Switch 4 Gangs Scenario 12 Scenes Switch Push Button Controller Support Home Assistant Zigbee3.0 Gateway Required,US$12.99,,0 review,https://www.banggood.com/Tuya-Smart-ZigBee3_0-Switch-4-Gangs-Scenario-12-Scenes-Switch-Push-Button-Controller-Support-Home-Assistant-Zigbee3_0-Gateway-Required-p-2025665.html?cur_warehouse=CN&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,SONOFF SNZB-04P Zigbe Door Window Sensor Tamper Alert Smart Scene Remote Control Smart Home ZHA Work with Alexa Google Home,US$10.99,5.00,15 reviews,https://www.banggood.com/SONOFF-SNZB-04P-Zigbe-Door-Window-Sensor-Tamper-Alert-Smart-Scene-Remote-Control-Smart-Home-ZHA-Work-with-Alexa-Google-Home-p-2017087.html?cur_warehouse=CN&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,SONOFF SNZB-03P Zigbee3.0 Motion Sensor 5-Seconds Faster Detection Smart Home Security Human Body Detection Smart Scene via eWeLink Work with Alexa Google Home,US$12.99,5.00,13 reviews,https://www.banggood.com/SONOFF-SNZB-03P-Zigbee3_0-Motion-Sensor-5-Seconds-Faster-Detection-Smart-Home-Security-Human-Body-Detection-Smart-Scene-via-eWeLink-Work-with-Alexa-Google-Home-p-2014088.html?cur_warehouse=CN&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,MoesHouse Tuya Smart Zigbe Dimmer Module Light Switch 1/2 Gang Timing Function Voice APP Remote Control Work with Alexa Google Assistant,US$9.99,4.83,6 reviews,https://www.banggood.com/MoesHouse-Tuya-Smart-Zigbe-Dimmer-Module-Light-Switch-1-or-2-Gang-Timing-Function-Voice-APP-Remote-Control-Work-with-Alexa-Google-Assistant-p-2000880.html?cur_warehouse=CN&ID=6307573&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,WHDZ03 Tuya 16A 20A Smart Plug EU WiFi Smart Socket Power Monitoring Countdown Timing Function Work with Alexa Google Home,US$6.99,4.67,21 reviews,https://www.banggood.com/WHDZ03-Tuya-16A-20A-Smart-Plug-EU-WiFi-Smart-Socket-Power-Monitoring-Countdown-Timing-Function-Work-with-Alexa-Google-Home-p-1995967.html?cur_warehouse=CN&ID=533003&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Tuya Zigbe Human Motion Sensor Smart Home Mini PIR Motion Sensor Infrared Detector Security Smart Life Work with Alexa Google Assistant Hubitat Hub,US$6.69,5.00,6 reviews,https://www.banggood.com/Tuya-Zigbe-Human-Motion-Sensor-Smart-Home-Mini-PIR-Motion-Sensor-Infrared-Detector-Security-Smart-Life-Work-with-Alexa-Google-Assistant-Hubitat-Hub-p-2009988.html?cur_warehouse=CN&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Tuya Wifi Power Energy Meter AC Monitor AC 85-290V 80A 3 Phase 4-wire DIN Rail Over Under Voltage Protector Electricity Meter,US$31.99,5.00,2 reviews,https://www.banggood.com/Tuya-Wifi-Power-Energy-Meter-AC-Monitor-AC-85-290V-80A-3-Phase-4-wire-DIN-Rail-Over-Under-Voltage-Protector-Electricity-Meter-p-2033920.html?cur_warehouse=CN&ID=6332782&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Zigbe/WIFI Smart Home Induction Door Magnetic Door and Window Switch Sensor Automatic Scene Security Alarm,US$6.99,4.63,16 reviews,https://www.banggood.com/Zigbe-or-WIFI-Smart-Home-Induction-Door-Magnetic-Door-and-Window-Switch-Sensor-Automatic-Scene-Security-Alarm-p-1976803.html?cur_warehouse=CN&ID=6294241&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Tuya Zigbe 1/2/3 Gang Smart Wall Light Button Switch with 6M Radar Human Motion Detection Alarm Sensor No/Need Neutral Wire Switch 110-240V Smart Life APP,US$15.99,5.00,2 reviews,https://www.banggood.com/Tuya-Zigbe-1-or-2-or-3-Gang-Smart-Wall-Light-Button-Switch-with-6M-Radar-Human-Motion-Detection-Alarm-Sensor-No-or-Need-Neutral-Wire-Switch-110-240V-Smart-Life-APP-p-2030757.html?cur_warehouse=CN&ID=6303622&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,GLEDOPTO C-201P ZigBee3.0 Pro+ 5 in 1 LED Strip Controller 20A Max RGBCCT/RGBW/RGB/CCT/Dimmer Home Tuya Smart Life APP Voice Control with Alexa,US$17.99,,0 review,https://www.banggood.com/GLEDOPTO-C-201P-ZigBee3_0-Pro+-5-in-1-LED-Strip-Controller-20A-Max-RGBCCT-or-RGBW-or-RGB-or-CCT-or-Dimmer-Home-Tuya-Smart-Life-APP-Voice-Control-with-Alexa-p-2025638.html?cur_warehouse=CN&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,MOES Tuya WiFi Smart Dimmer Plug Brightness Adjust Timer for Tuya & Smart Life App Voice Control Work with Alexa Google Assistant,US$14.99,,0 review,https://www.banggood.com/MOES-Tuya-WiFi-Smart-Dimmer-Plug-Brightness-Adjust-Timer-for-Tuya-and-Smart-Life-App-Voice-Control-Work-with-Alexa-Google-Assistant-p-2039378.html?cur_warehouse=CN&ID=6294522&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,EWELINK 16A WiFi Switch eWeLink APP Smart Home Automation BreakerRelay Module Bi-directional Control Timer Countdown Function Voice Control with Alexa Google Home,US$7.99,4.00,4 reviews,https://www.banggood.com/EWELINK-16A-WiFi-Switch-eWeLink-APP-Smart-Home-Automation-BreakerRelay-Module-Bi-directional-Control-Timer-Countdown-Function-Voice-Control-with-Alexa-Google-Home-p-2031519.html?cur_warehouse=CN&rmmds=
https://www.banggood.com/Wholesale-Smart-Remote-Control-c-11329.html?bid=80815,Tongou Tuya WiFi Smart Circuit Breaker Switch with Metering 32A-63A 90V-240V Remote Voice Control with App Timer Modes Smart Home Automation,US$18.99,,0 review,https://www.banggood.com/Tongou-Tuya-WiFi-Smart-Circuit-Breaker-Switch-with-Metering-32A-63A-90V-240V-Remote-Voice-Control-with-App-Timer-Modes-Smart-Home-Automation-p-2033077.html?cur_warehouse=CN&ID=554454&rmmds=
